INSTNM,CITY,STABBR,CreditBaseline,YearlyEstimatedSavings,ANNUAL AVG,estimatedReturnRate
Goucher College,Baltimore,MD,0.3,12527.9,4740.0,0.112
Hagerstown Community College,Hagerstown,MD,0.3,12395.75,4690.0,0.111
Harford Community College,Bel Air,MD,0.3,12633.62,4780.0,0.113
Hood College,Frederick,MD,0.3,12527.9,4740.0,0.112
Howard Community College,Columbia,MD,0.3,12765.77,4830.0,0.114
Aveda Institute-Maryland,Bel Air,MD,0.3,12633.62,4780.0,0.113
Johns Hopkins University,Baltimore,MD,0.3,12712.91,4810.0,0.114
Lincoln College of Technology-Columbia,Columbia,MD,0.3,12739.34,4820.0,0.114
Loyola University Maryland,Baltimore,MD,0.3,12712.91,4810.0,0.114
University of Maryland Global Campus,Adelphi,MD,0.3,12845.06,4860.0,0.115
"University of Maryland, Baltimore",Baltimore,MD,0.3,12818.63,4850.0,0.114
University of Maryland-Baltimore County,Baltimore,MD,0.3,12765.77,4830.0,0.114
University of Maryland-College Park,College Park,MD,0.3,12818.63,4850.0,0.114
Maryland Institute College of Art,Baltimore,MD,0.3,12712.91,4810.0,0.114
University of Maryland Eastern Shore,Princess Anne,MD,0.3,13135.8,4970.0,0.117
Fortis Institute-Towson,Towson,MD,0.3,12580.76,4760.0,0.112
Montgomery Beauty School,Silver Spring,MD,0.3,12871.49,4870.0,0.115
Montgomery College,Rockville,MD,0.3,12977.21,4910.0,0.116
Morgan State University,Baltimore,MD,0.3,12765.77,4830.0,0.114
Mount St. Mary's University,Emmitsburg,MD,0.3,12501.47,4730.0,0.112
Ner Israel Rabbinical College,Baltimore,MD,0.3,12686.48,4800.0,0.113
Hair Academy,New Carrollton,MD,0.3,12845.06,4860.0,0.115
Notre Dame of Maryland University,Baltimore,MD,0.3,12712.91,4810.0,0.114
Prince George's Community College,Largo,MD,0.3,12871.49,4870.0,0.115
Maryland Beauty Academy of Essex,Baltimore,MD,0.3,12475.04,4720.0,0.111
Salisbury University,Salisbury,MD,0.3,13003.64,4920.0,0.116
St. Mary's College of Maryland,St. Mary's City,MD,0.3,13082.93,4950.0,0.117
St. John's College,Annapolis,MD,0.3,12739.34,4820.0,0.114
Towson University,Towson,MD,0.3,12712.91,4810.0,0.114
Maryland University of Integrative Health,Laurel,MD,0.3,12739.34,4820.0,0.114
University System of Maryland,Baltimore,MD,0.3,12818.63,4850.0,0.114
United States Naval Academy,Annapolis,MD,0.3,12739.34,4820.0,0.114
Stevenson University,Owings Mills,MD,0.3,12633.62,4780.0,0.113
Washington College,Chestertown,MD,0.3,12845.06,4860.0,0.115
McDaniel College,Westminster,MD,0.3,12501.47,4730.0,0.112
Wor-Wic Community College,Salisbury,MD,0.3,12977.21,4910.0,0.116
Hult International Business School,Cambridge,MA,0.3,12078.59,4570.0,0.108
American International College,Springfield,MA,0.3,11867.15,4490.0,0.106
Amherst College,Amherst,MA,0.3,11576.42,4380.0,0.103
Anna Maria College,Paxton,MA,0.3,11972.87,4530.0,0.107
Assabet Valley Regional Technical School,Marlborough,MA,0.3,12025.73,4550.0,0.107
Assumption University,Worcester,MA,0.3,12025.73,4550.0,0.107
Babson College,Wellesley,MA,0.3,12078.59,4570.0,0.108
Bancroft School of Massage Therapy,Worcester,MA,0.3,12078.59,4570.0,0.108
Boston Baptist College,Boston,MA,0.3,12052.16,4560.0,0.108
Bay Path University,Longmeadow,MA,0.3,11946.44,4520.0,0.107
Bay State College,Boston,MA,0.3,12078.59,4570.0,0.108
Bentley University,Waltham,MA,0.3,12078.59,4570.0,0.108
Berklee College of Music,Boston,MA,0.3,12078.59,4570.0,0.108
Berkshire Community College,Pittsfield,MA,0.3,11417.83,4320.0,0.102
Empire Beauty School-Boston,Boston,MA,0.3,12078.59,4570.0,0.108
Boston Architectural College,Boston,MA,0.3,12078.59,4570.0,0.108
Boston Graduate School of Psychoanalysis Inc,Brookline,MA,0.3,11867.15,4490.0,0.106
Boston College,Chestnut Hill,MA,0.3,11867.15,4490.0,0.106
Boston University,Boston,MA,0.3,11867.15,4490.0,0.106
Brandeis University,Waltham,MA,0.3,12078.59,4570.0,0.108
Bridgewater State University,Bridgewater,MA,0.3,12105.02,4580.0,0.108
Bristol Community College,Fall River,MA,0.3,12184.31,4610.0,0.109
Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,0.3,12052.16,4560.0,0.108
Bunker Hill Community College,Boston,MA,0.3,12078.59,4570.0,0.108
Cambridge College,Boston,MA,0.3,12078.59,4570.0,0.108
Cape Cod Community College,West Barnstable,MA,0.4,12105.02,4580.0,0.126
Catherine Hinds Institute of Esthetics,Woburn,MA,0.3,12025.73,4550.0,0.107
Laboure College of Healthcare,Milton,MA,0.3,12131.45,4590.0,0.108
Clark University,Worcester,MA,0.3,12025.73,4550.0,0.107
Conway School of Landscape Design,Northampton,MA,0.3,11867.15,4490.0,0.106
Curry College,Milton,MA,0.3,12052.16,4560.0,0.108
Lincoln Technical Institute-Somerville,Somerville,MA,0.3,12078.59,4570.0,0.108
Dean College,Franklin,MA,0.3,12052.16,4560.0,0.108
Diman Regional Technical Institute,Fall River,MA,0.4,12184.31,4610.0,0.127
National Aviation Academy of New England,Concord,MA,0.3,11972.87,4530.0,0.107
Eastern Nazarene College,Quincy,MA,0.3,12131.45,4590.0,0.108
Emerson College,Boston,MA,0.3,12078.59,4570.0,0.108
Emmanuel College,Boston,MA,0.3,11867.15,4490.0,0.106
Endicott College,Beverly,MA,0.4,11867.15,4490.0,0.124
Rob Roy Academy-Fall River,Fall River,MA,0.3,12157.88,4600.0,0.109
Fisher College,Boston,MA,0.3,12078.59,4570.0,0.108
Fitchburg State University,Fitchburg,MA,0.3,11946.44,4520.0,0.107
Framingham State University,Framingham,MA,0.3,11999.3,4540.0,0.107
Benjamin Franklin Cummings Institute of Technology,Boston,MA,0.3,12078.59,4570.0,0.108
Gordon College,Wenham,MA,0.3,11867.15,4490.0,0.106
Gordon-Conwell Theological Seminary,South Hamilton,MA,0.3,11946.44,4520.0,0.107
Greenfield Community College,Greenfield,MA,0.3,11814.29,4470.0,0.105
Hampshire College,Amherst,MA,0.3,11576.42,4380.0,0.103
Harvard University,Cambridge,MA,0.3,11867.15,4490.0,0.106
Hebrew College,Newton Centre,MA,0.3,11867.15,4490.0,0.106
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,0.3,11867.15,4490.0,0.106
College of the Holy Cross,Worcester,MA,0.3,12025.73,4550.0,0.107
Holyoke Community College,Holyoke,MA,0.4,11893.58,4500.0,0.124
Lasell University,Newton,MA,0.3,12078.59,4570.0,0.108
Lawrence Memorial Hospital School of Nursing,Medford,MA,0.3,12025.73,4550.0,0.107
Lesley University,Cambridge,MA,0.3,11867.15,4490.0,0.106
Longy School of Music of Bard College,Cambridge,MA,0.3,11867.15,4490.0,0.106
Lowell Academy Hairstyling Institute,Lowell,MA,0.3,11972.87,4530.0,0.107
University of Massachusetts-Lowell,Lowell,MA,0.3,11972.87,4530.0,0.107
University of Massachusetts-Amherst,Amherst,MA,0.3,11576.42,4380.0,0.103
University of Massachusetts-Boston,Boston,MA,0.3,12078.59,4570.0,0.108
Massachusetts Bay Community College,Wellesley Hills,MA,0.3,12078.59,4570.0,0.108
MCPHS University,Boston,MA,0.3,11867.15,4490.0,0.106
University of Massachusetts-Central Office,Boston,MA,0.3,12078.59,4570.0,0.108
Massachusetts College of Art and Design,Boston,MA,0.3,12078.59,4570.0,0.108
Massachusetts Institute of Technology,Cambridge,MA,0.3,12078.59,4570.0,0.108
Massachusetts Maritime Academy,Buzzards Bay,MA,0.4,12052.16,4560.0,0.126
University of Massachusetts Chan Medical School,Worcester,MA,0.3,12078.59,4570.0,0.108
William James College,Newton,MA,0.3,12078.59,4570.0,0.108
Massachusetts School of Barbering,Quincy,MA,0.3,12131.45,4590.0,0.108
Massasoit Community College,Brockton,MA,0.3,12052.16,4560.0,0.108
Merrimack College,North Andover,MA,0.3,12078.59,4570.0,0.108
MGH Institute of Health Professions,Boston,MA,0.3,12078.59,4570.0,0.108
Middlesex Community College,Bedford,MA,0.3,11999.3,4540.0,0.107
Montserrat College of Art,Beverly,MA,0.4,11867.15,4490.0,0.124
Mount Holyoke College,South Hadley,MA,0.3,11761.43,4450.0,0.105
Mount Wachusett Community College,Gardner,MA,0.3,11946.44,4520.0,0.107
Rob Roy Academy-New Bedford,New Bedford,MA,0.3,12157.88,4600.0,0.109
The New England Conservatory of Music,Boston,MA,0.3,12078.59,4570.0,0.108
New England College of Optometry,Boston,MA,0.3,12078.59,4570.0,0.108
New England Law-Boston,Boston,MA,0.3,12078.59,4570.0,0.108
Nichols College,Dudley,MA,0.3,11946.44,4520.0,0.107
Massachusetts College of Liberal Arts,North Adams,MA,0.3,11074.24,4190.0,0.099
North Bennet Street School,Boston,MA,0.3,12078.59,4570.0,0.108
North Shore Community College,Danvers,MA,0.3,11893.58,4500.0,0.106
Northeastern University,Boston,MA,0.3,12078.59,4570.0,0.108
Northern Essex Community College,Haverhill,MA,0.3,12025.73,4550.0,0.107
College of Our Lady of the Elms,Chicopee,MA,0.3,11893.58,4500.0,0.106
Pine Manor College,Chestnut Hill,MA,0.3,11867.15,4490.0,0.106
Pope St John XXIII National Seminary,Weston,MA,0.3,11920.01,4510.0,0.106
Quincy College,Quincy,MA,0.3,12131.45,4590.0,0.108
Quinsigamond Community College,Worcester,MA,0.3,11972.87,4530.0,0.107
Regis College,Weston,MA,0.3,11920.01,4510.0,0.106
Roxbury Community College,Roxbury Crossing,MA,0.3,12078.59,4570.0,0.108
Saint John's Seminary,Brighton,MA,0.3,11867.15,4490.0,0.106
Salem State University,Salem,MA,0.3,11867.15,4490.0,0.106
Simmons University,Boston,MA,0.3,12078.59,4570.0,0.108
Bard College at Simon's Rock,Great Barrington,MA,0.3,11602.85,4390.0,0.104
Smith College,Northampton,MA,0.3,11867.15,4490.0,0.106
Southeastern Technical Institute,South Easton,MA,0.3,12078.59,4570.0,0.108
Springfield College,Springfield,MA,0.3,11867.15,4490.0,0.106
Springfield Technical Community College,Springfield,MA,0.3,11867.15,4490.0,0.106
University of Massachusetts-Dartmouth,North Dartmouth,MA,0.3,12105.02,4580.0,0.108
Stonehill College,Easton,MA,0.3,12078.59,4570.0,0.108
Suffolk University,Boston,MA,0.3,12078.59,4570.0,0.108
Rob Roy Academy-Taunton,Taunton,MA,0.3,12025.73,4550.0,0.107
Tufts University,Medford,MA,0.3,12025.73,4550.0,0.107
Wellesley College,Wellesley,MA,0.3,11999.3,4540.0,0.107
Wentworth Institute of Technology,Boston,MA,0.3,12078.59,4570.0,0.108
Western New England University,Springfield,MA,0.3,11867.15,4490.0,0.106
Westfield State University,Westfield,MA,0.3,11840.72,4480.0,0.106
Wheaton College (Massachusetts),Norton,MA,0.3,12105.02,4580.0,0.108
Williams College,Williamstown,MA,0.3,11285.68,4270.0,0.101
Worcester Polytechnic Institute,Worcester,MA,0.3,12025.73,4550.0,0.107
Worcester State University,Worcester,MA,0.3,12025.73,4550.0,0.107
Adrian College,Adrian,MI,0.4,11576.42,4380.0,0.121
Albion College,Albion,MI,0.4,11444.26,4330.0,0.119
Hillsdale Beauty College,Hillsdale,MI,0.4,11497.12,4350.0,0.12
Northwestern Technological Institute,Southfield,MI,0.3,11655.71,4410.0,0.104
Alma College,Alma,MI,0.4,11364.97,4300.0,0.118
Alpena Community College,Alpena,MI,0.4,11444.26,4330.0,0.119
Andrews University,Berrien Springs,MI,0.3,11444.26,4330.0,0.102
Aquinas College,Grand Rapids,MI,0.3,11497.12,4350.0,0.103
Baker College,Owosso,MI,0.4,11523.55,4360.0,0.12
Bay de Noc Community College,Escanaba,MI,0.4,11444.26,4330.0,0.119
Bayshire Academy of Beauty Craft Inc,Bay City,MI,0.4,11417.83,4320.0,0.119
Calvin University,Grand Rapids,MI,0.3,11497.12,4350.0,0.103
Calvin Theological Seminary,Grand Rapids,MI,0.3,11497.12,4350.0,0.103
Carnegie Institute,Troy,MI,0.3,11655.71,4410.0,0.104
Michigan School of Psychology,Farmington Hills,MI,0.3,11629.28,4400.0,0.104
Central Michigan University,Mount Pleasant,MI,0.4,11364.97,4300.0,0.118
Mott Community College,Flint,MI,0.3,11497.12,4350.0,0.103
Empire Beauty School-Michigan,Grand Rapids,MI,0.3,11497.12,4350.0,0.103
Cleary University,Howell,MI,0.3,11576.42,4380.0,0.103
Concordia University Ann Arbor,Ann Arbor,MI,0.3,11708.57,4430.0,0.105
Cranbrook Academy of Art,Bloomfield Hills,MI,0.3,11682.14,4420.0,0.104
College for Creative Studies,Detroit,MI,0.3,11655.71,4410.0,0.104
Davenport University,Grand Rapids,MI,0.3,11417.83,4320.0,0.102
David Pressley School of Cosmetology,Royal Oak,MI,0.3,11682.14,4420.0,0.104
Delta College,University Center,MI,0.4,11444.26,4330.0,0.119
Detroit Business Institute-Downriver,Riverview,MI,0.3,11655.71,4410.0,0.104
MIAT College of Technology,Canton,MI,0.3,11682.14,4420.0,0.104
University of Detroit Mercy,Detroit,MI,0.3,11682.14,4420.0,0.104
Dorsey College,Madison Heights,MI,0.3,11655.71,4410.0,0.104
Eastern Michigan University,Ypsilanti,MI,0.3,11708.57,4430.0,0.105
Creative Hair School of Cosmetology,Flint,MI,0.3,11497.12,4350.0,0.103
Ferris State University,Big Rapids,MI,0.4,11444.26,4330.0,0.119
Glen Oaks Community College,Centreville,MI,0.4,11497.12,4350.0,0.12
Kettering University,Flint,MI,0.3,11497.12,4350.0,0.103
Gogebic Community College,Ironwood,MI,0.4,11285.68,4270.0,0.118
Grace Christian University,Wyoming,MI,0.3,11497.12,4350.0,0.103
Cornerstone University,Grand Rapids,MI,0.3,11497.12,4350.0,0.103
Grand Rapids Community College,Grand Rapids,MI,0.3,11497.12,4350.0,0.103
Grand Valley State University,Allendale,MI,0.3,11497.12,4350.0,0.103
Great Lakes Christian College,Lansing,MI,0.4,11470.69,4340.0,0.119
Henry Ford College,Dearborn,MI,0.3,11655.71,4410.0,0.104
Hillsdale College,Hillsdale,MI,0.4,11497.12,4350.0,0.12
Hope College,Holland,MI,0.4,11285.68,4270.0,0.118
Jackson College,Jackson,MI,0.3,11523.55,4360.0,0.103
Kalamazoo College,Kalamazoo,MI,0.3,11549.98,4370.0,0.103
Kalamazoo Valley Community College,Kalamazoo,MI,0.3,11549.98,4370.0,0.103
Kellogg Community College,Battle Creek,MI,0.4,11602.85,4390.0,0.121
Kirtland Community College,Grayling,MI,0.4,11206.39,4240.0,0.117
Michigan College of Beauty-Monroe,Monroe,MI,0.4,11629.28,4400.0,0.121
Lake Michigan College,Benton Harbor,MI,0.3,10968.52,4150.0,0.098
Lake Superior State University,Sault Ste Marie,MI,0.4,10757.08,4070.0,0.112
Lansing Community College,Lansing,MI,0.3,11576.42,4380.0,0.103
Lawrence Technological University,Southfield,MI,0.3,11655.71,4410.0,0.104
M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,MI,0.4,11444.26,4330.0,0.119
Macomb Community College,Warren,MI,0.3,11629.28,4400.0,0.104
Madonna University,Livonia,MI,0.3,11682.14,4420.0,0.104
Rochester University,Rochester Hills,MI,0.3,11602.85,4390.0,0.104
University of Michigan-Ann Arbor,Ann Arbor,MI,0.3,11708.57,4430.0,0.105
The Michigan Barber School,Detroit,MI,0.3,11682.14,4420.0,0.104
Michigan State University,East Lansing,MI,0.3,11497.12,4350.0,0.103
Michigan Technological University,Houghton,MI,0.4,10942.09,4140.0,0.114
University of Michigan-Dearborn,Dearborn,MI,0.3,11655.71,4410.0,0.104
University of Michigan-Flint,Flint,MI,0.3,11497.12,4350.0,0.103
Mid Michigan College,Harrison,MI,0.4,11391.4,4310.0,0.119
Monroe County Community College,Monroe,MI,0.4,11629.28,4400.0,0.121
Montcalm Community College,Sidney,MI,0.3,11338.54,4290.0,0.101
Muskegon Community College,Muskegon,MI,0.3,11470.69,4340.0,0.102
North Central Michigan College,Petoskey,MI,0.4,10809.94,4090.0,0.113
Northern Michigan University,Marquette,MI,0.4,11206.39,4240.0,0.117
Northwestern Michigan College,Traverse City,MI,0.4,11391.4,4310.0,0.119
Northwood University,Midland,MI,0.3,11629.28,4400.0,0.104
Oakland Community College,Auburn Hills,MI,0.3,11682.14,4420.0,0.104
Oakland University,Rochester Hills,MI,0.3,11549.98,4370.0,0.103
Olivet College,Olivet,MI,0.3,11497.12,4350.0,0.103
Port Huron Cosmetology College,Waterford,MI,0.3,11549.98,4370.0,0.103
Kuyper College,Grand Rapids,MI,0.3,11497.12,4350.0,0.103
Ross Medical Education Center-Lansing,Lansing,MI,0.4,11470.69,4340.0,0.119
Ross Medical Education Center-Warren,Warren,MI,0.3,11602.85,4390.0,0.104
Ross Medical Education Center-Flint,Flint,MI,0.3,11497.12,4350.0,0.103
Sacred Heart Major Seminary,Detroit,MI,0.3,11682.14,4420.0,0.104
Saginaw Valley State University,University Center,MI,0.4,11444.26,4330.0,0.119
Schoolcraft Community College District,Livonia,MI,0.3,11682.14,4420.0,0.104
Siena Heights University,Adrian,MI,0.4,11549.98,4370.0,0.12
St Clair County Community College,Port Huron,MI,0.3,11549.98,4370.0,0.103
Southwestern Michigan College,Dowagiac,MI,0.3,11470.69,4340.0,0.102
Spring Arbor University,Spring Arbor,MI,0.3,11523.55,4360.0,0.103
Michigan Career and Technical Institute,Plainwell,MI,0.3,11312.11,4280.0,0.101
Finlandia University,Hancock,MI,0.4,10942.09,4140.0,0.114
Western Michigan University-Thomas M. Cooley Law School,Lansing,MI,0.4,11576.42,4380.0,0.121
Twin City Beauty College,Saint Joseph,MI,0.3,10942.09,4140.0,0.098
Walsh College,Troy,MI,0.3,11655.71,4410.0,0.104
Washtenaw Community College,Ann Arbor,MI,0.3,11708.57,4430.0,0.105
Wayne County Community College District,Detroit,MI,0.3,11655.71,4410.0,0.104
Wayne State University,Detroit,MI,0.3,11655.71,4410.0,0.104
West Shore Community College,Scottville,MI,0.4,11285.68,4270.0,0.118
Paul Mitchell the School-Grand Rapids,Kentwood,MI,0.3,11497.12,4350.0,0.103
Western Michigan University,Kalamazoo,MI,0.3,11549.98,4370.0,0.103
Western Theological Seminary,Holland,MI,0.4,11285.68,4270.0,0.118
Academy College,Bloomington,MN,0.3,11999.3,4540.0,0.107
Alexandria Technical & Community College,Alexandria,MN,0.3,11787.86,4460.0,0.105
Anoka Technical College,Anoka,MN,0.3,11893.58,4500.0,0.106
Anoka-Ramsey Community College,Coon Rapids,MN,0.3,12025.73,4550.0,0.107
Augsburg University,Minneapolis,MN,0.3,12052.16,4560.0,0.108
Riverland Community College,Austin,MN,0.3,11814.29,4470.0,0.105
Northwest Technical College,Bemidji,MN,0.3,11602.85,4390.0,0.104
Bemidji State University,Bemidji,MN,0.3,11602.85,4390.0,0.104
Bethany Lutheran College,Mankato,MN,0.3,11840.72,4480.0,0.106
Bethel University,Saint Paul,MN,0.3,12025.73,4550.0,0.107
Central Lakes College-Brainerd,Brainerd,MN,0.4,11708.57,4430.0,0.122
Carleton College,Northfield,MN,0.3,11814.29,4470.0,0.105
Concordia College at Moorhead,Moorhead,MN,0.3,11497.12,4350.0,0.103
Concordia University-Saint Paul,Saint Paul,MN,0.3,12025.73,4550.0,0.107
Dakota County Technical College,Rosemount,MN,0.3,11761.43,4450.0,0.105
Martin Luther College,New Ulm,MN,0.3,12025.73,4550.0,0.107
Lake Superior College,Duluth,MN,0.3,11629.28,4400.0,0.104
Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,MN,0.3,11629.28,4400.0,0.104
Minnesota State Community and Technical College,Fergus Falls,MN,0.4,11761.43,4450.0,0.123
Minnesota West Community and Technical College,Granite Falls,MN,0.3,12157.88,4600.0,0.109
Gustavus Adolphus College,Saint Peter,MN,0.3,11946.44,4520.0,0.107
Hamline University,Saint Paul,MN,0.3,12025.73,4550.0,0.107
Hazelden Betty Ford Graduate School of Addiction Studies,Center City,MN,0.3,11602.85,4390.0,0.104
Hennepin Technical College,Brooklyn Park,MN,0.3,12078.59,4570.0,0.108
Minnesota North College,Hibbing,MN,0.3,11602.85,4390.0,0.104
Aveda Arts & Sciences Institute Minneapolis,Minneapolis,MN,0.3,12052.16,4560.0,0.108
Inver Hills Community College,Inver Grove Heights,MN,0.3,12025.73,4550.0,0.107
Minnesota North College - Itasca,Grand Rapids,MN,0.4,11735.0,4440.0,0.122
Luther Seminary,Saint Paul,MN,0.3,12025.73,4550.0,0.107
Macalester College,Saint Paul,MN,0.3,12025.73,4550.0,0.107
South Central College,North Mankato,MN,0.3,11999.3,4540.0,0.107
Minnesota State University-Mankato,Mankato,MN,0.3,11840.72,4480.0,0.106
Mayo Clinic College of Medicine and Science,Rochester,MN,0.4,11787.86,4460.0,0.123
Minnesota North College - Mesabi Range Virginia,Virginia,MN,0.3,11549.98,4370.0,0.103
Metropolitan State University,Saint Paul,MN,0.3,12052.16,4560.0,0.108
University of Minnesota-Twin Cities,Minneapolis,MN,0.3,12052.16,4560.0,0.108
University of Minnesota-Crookston,Crookston,MN,0.3,11206.39,4240.0,0.1
Minneapolis College of Art and Design,Minneapolis,MN,0.3,12052.16,4560.0,0.108
Minneapolis Community and Technical College,Minneapolis,MN,0.3,12052.16,4560.0,0.108
Herzing University-Minneapolis,St. Louis Park,MN,0.3,12131.45,4590.0,0.108
Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,MN,0.3,12025.73,4550.0,0.107
University of Minnesota-Duluth,Duluth,MN,0.3,12025.73,4550.0,0.107
University of Minnesota-Morris,Morris,MN,0.3,12052.16,4560.0,0.108
Model College of Hair Design,Saint Cloud,MN,0.3,12025.73,4550.0,0.107
Minnesota State University Moorhead,Moorhead,MN,0.3,11497.12,4350.0,0.103
North Hennepin Community College,Brooklyn Park,MN,0.3,12025.73,4550.0,0.107
