INSTNM,CITY,STABBR,CreditBaseline,YearlyEstimatedSavings,ANNUAL AVG,estimatedReturnRate
Everett Community College,Everett,WA,0.3,10043.47,3800.0,0.09
Paroba College of Cosmetology,Everett,WA,0.3,10043.47,3800.0,0.09
The Evergreen State College,Olympia,WA,0.3,10043.47,3800.0,0.09
Pierce College District,Lakewood,WA,0.3,10334.2,3910.0,0.092
Glen Dow Academy of Hair Design,Spokane,WA,0.3,12475.04,4720.0,0.111
Gonzaga University,Spokane,WA,0.3,12475.04,4720.0,0.111
Grays Harbor College,Aberdeen,WA,0.3,9752.73,3690.0,0.087
Green River College,Auburn,WA,0.3,9884.88,3740.0,0.088
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,0.3,10492.78,3970.0,0.094
Heritage University,Toppenish,WA,0.3,13664.4,5170.0,0.122
Highline College,Des Moines,WA,0.3,10492.78,3970.0,0.094
International Air and Hospitality Academy,Vancouver,WA,0.3,10704.22,4050.0,0.096
Bastyr University,Kenmore,WA,0.3,10175.62,3850.0,0.091
Highlights Beauty Schools,Mountlake Terrace,WA,0.3,10492.78,3970.0,0.094
Bates Technical College,Tacoma,WA,0.3,10572.07,4000.0,0.094
Lake Washington Institute of Technology,Kirkland,WA,0.3,10149.19,3840.0,0.091
Lower Columbia College,Longview,WA,0.4,10281.34,3890.0,0.107
BJ's Beauty & Barber College,Tacoma,WA,0.3,10572.07,4000.0,0.094
North Seattle College,Seattle,WA,0.3,10519.21,3980.0,0.094
Northwest University,Kirkland,WA,0.3,10175.62,3850.0,0.091
Olympic College,Bremerton,WA,0.3,10228.48,3870.0,0.091
Perry Technical Institute,Yakima,WA,0.3,13717.26,5190.0,0.122
Pacific Lutheran University,Tacoma,WA,0.3,10334.2,3910.0,0.092
Peninsula College,Port Angeles,WA,0.3,10334.2,3910.0,0.092
University of Puget Sound,Tacoma,WA,0.3,10572.07,4000.0,0.094
Renton Technical College,Renton,WA,0.3,10202.05,3860.0,0.091
Saint Martin's University,Lacey,WA,0.3,10149.19,3840.0,0.091
South Seattle College,Seattle,WA,0.3,10492.78,3970.0,0.094
Seattle Central College,Seattle,WA,0.3,10519.21,3980.0,0.094
Seattle Pacific University,Seattle,WA,0.3,10519.21,3980.0,0.094
Seattle University,Seattle,WA,0.3,10519.21,3980.0,0.094
Shoreline Community College,Shoreline,WA,0.3,10492.78,3970.0,0.094
Skagit Valley College,Mount Vernon,WA,0.4,10307.77,3900.0,0.107
South Puget Sound Community College,Olympia,WA,0.3,10043.47,3800.0,0.09
Spokane Community College,Spokane,WA,0.3,12527.9,4740.0,0.112
Spokane Falls Community College,Spokane,WA,0.3,12475.04,4720.0,0.111
Stylemaster College of Hair Design,Longview,WA,0.4,10281.34,3890.0,0.107
Tacoma Community College,Tacoma,WA,0.3,10492.78,3970.0,0.094
Walla Walla Community College,Walla Walla,WA,0.3,12554.33,4750.0,0.112
Walla Walla University,College Place,WA,0.3,12765.77,4830.0,0.114
Washington State University,Pullman,WA,0.3,12633.62,4780.0,0.113
University of Washington-Seattle Campus,Seattle,WA,0.3,10519.21,3980.0,0.094
Wenatchee Valley College,Wenatchee,WA,0.3,12792.2,4840.0,0.114
Western Washington University,Bellingham,WA,0.4,10307.77,3900.0,0.107
Whatcom Community College,Bellingham,WA,0.4,10307.77,3900.0,0.107
Whitman College,Walla Walla,WA,0.3,12765.77,4830.0,0.114
Whitworth University,Spokane,WA,0.3,12448.61,4710.0,0.111
Yakima Valley College,Yakima,WA,0.3,13717.26,5190.0,0.122
Alderson Broaddus University,Philippi,WV,0.4,11629.28,4400.0,0.121
Appalachian Beauty School,Belfry,KY,0.4,11946.44,4520.0,0.124
Appalachian Bible College,Mount Hope,WV,0.4,12052.16,4560.0,0.126
B M Spurr School of Practical Nursing,Glen Dale,WV,0.4,11629.28,4400.0,0.121
Ben Franklin Career Center,Dunbar,WV,0.4,11972.87,4530.0,0.125
Bethany College,Bethany,WV,0.4,11470.69,4340.0,0.119
Bluefield State University,Bluefield,WV,0.4,12501.47,4730.0,0.13
Cabell County Career Technology Center,Huntington,WV,0.4,12078.59,4570.0,0.126
Charleston School of Beauty Culture,Charleston,WV,0.4,11867.15,4490.0,0.124
University of Charleston,Charleston,WV,0.4,11893.58,4500.0,0.124
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,0.4,11761.43,4450.0,0.123
Concord University,Athens,WV,0.4,12448.61,4710.0,0.13
Davis & Elkins College,Elkins,WV,0.4,11523.55,4360.0,0.12
Fairmont State University,Fairmont,WV,0.4,11708.57,4430.0,0.122
Glenville State University,Glenville,WV,0.4,11840.72,4480.0,0.123
Huntington Junior College,Huntington,WV,0.4,12078.59,4570.0,0.126
James Rumsey Technical Institute,Martinsburg,WV,0.3,12290.03,4650.0,0.11
Ralph R Willis Career and Technical Center,Stollings,WV,0.4,11920.01,4510.0,0.124
Marshall University,Huntington,WV,0.4,12078.59,4570.0,0.126
Mercer County Technical Education Center,Princeton,WV,0.4,12686.48,4800.0,0.132
Monongalia County Technical Education Center,Morgantown,WV,0.4,11602.85,4390.0,0.121
Morgantown Beauty College Inc,Morgantown,WV,0.4,11602.85,4390.0,0.121
Mountain State College,Parkersburg,WV,0.4,11972.87,4530.0,0.125
West Virginia University at Parkersburg,Parkersburg,WV,0.4,11972.87,4530.0,0.125
Potomac State College of West Virginia University,Keyser,WV,0.4,12025.73,4550.0,0.125
Academy of Careers and Technology,Beckley,WV,0.4,12131.45,4590.0,0.126
Salem University,Salem,WV,0.4,11787.86,4460.0,0.123
Shepherd University,Shepherdstown,WV,0.3,12369.32,4680.0,0.11
Southern West Virginia Community and Technical College,Mount Gay,WV,0.4,11920.01,4510.0,0.124
Fred W Eberle Technical Center,Buckhannon,WV,0.4,11735.0,4440.0,0.122
West Virginia School of Osteopathic Medicine,Lewisburg,WV,0.4,12395.75,4690.0,0.129
West Virginia State University,Institute,WV,0.4,11972.87,4530.0,0.125
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,0.4,11602.85,4390.0,0.121
West Liberty University,West Liberty,WV,0.4,11576.42,4380.0,0.121
West Virginia University Institute of Technology,Beckley,WV,0.4,12131.45,4590.0,0.126
West Virginia Wesleyan College,Buckhannon,WV,0.4,11708.57,4430.0,0.122
West Virginia Junior College-Charleston,Cross Lanes,WV,0.4,11867.15,4490.0,0.124
West Virginia Junior College-Morgantown,Morgantown,WV,0.4,11602.85,4390.0,0.121
International Beauty School 4,Martinsburg,WV,0.3,12448.61,4710.0,0.111
West Virginia Northern Community College,Wheeling,WV,0.4,11602.85,4390.0,0.121
West Virginia University,Morgantown,WV,0.4,11602.85,4390.0,0.121
Wheeling University,Wheeling,WV,0.4,11549.98,4370.0,0.12
Wood County School of Practical Nursing,Parkersburg,WV,0.4,11972.87,4530.0,0.125
VICI Beauty School,Greenfield,WI,0.3,11920.01,4510.0,0.106
Alverno College,Milwaukee,WI,0.3,11867.15,4490.0,0.106
Madison Area Technical College,Madison,WI,0.3,11814.29,4470.0,0.105
Bellin College,Green Bay,WI,0.3,11655.71,4410.0,0.104
Beloit College,Beloit,WI,0.3,11735.0,4440.0,0.105
Blackhawk Technical College,Janesville,WI,0.3,11735.0,4440.0,0.105
Cardinal Stritch University,Milwaukee,WI,0.3,11972.87,4530.0,0.107
Carroll University,Waukesha,WI,0.3,11814.29,4470.0,0.105
Carthage College,Kenosha,WI,0.4,11814.29,4470.0,0.123
Concordia University-Wisconsin,Mequon,WI,0.3,11893.58,4500.0,0.106
Edgewood College,Madison,WI,0.3,11920.01,4510.0,0.106
Fox Valley Technical College,Appleton,WI,0.3,11735.0,4440.0,0.105
Gateway Technical College,Kenosha,WI,0.4,11814.29,4470.0,0.123
The Professional Hair Design Academy,Eau Claire,WI,0.3,11787.86,4460.0,0.105
Lakeland University,Plymouth,WI,0.3,11761.43,4450.0,0.105
Lakeshore Technical College,Cleveland,WI,0.3,11814.29,4470.0,0.105
Lawrence University,Appleton,WI,0.3,11417.83,4320.0,0.102
Maranatha Baptist University,Watertown,WI,0.3,11655.71,4410.0,0.104
Marian University,Fond Du Lac,WI,0.3,11602.85,4390.0,0.104
Marquette University,Milwaukee,WI,0.3,11999.3,4540.0,0.107
Medical College of Wisconsin,Milwaukee,WI,0.4,11867.15,4490.0,0.124
Mid-State Technical College,Wisconsin Rapids,WI,0.3,11972.87,4530.0,0.107
Milwaukee Area Technical College,Milwaukee,WI,0.3,11999.3,4540.0,0.107
Milwaukee Institute of Art & Design,Milwaukee,WI,0.3,11999.3,4540.0,0.107
Milwaukee School of Engineering,Milwaukee,WI,0.3,11999.3,4540.0,0.107
Moraine Park Technical College,Fond du Lac,WI,0.3,11602.85,4390.0,0.104
Mount Mary University,Milwaukee,WI,0.3,11867.15,4490.0,0.106
Nashotah House,Nashotah,WI,0.3,11708.57,4430.0,0.105
Nicolet Area Technical College,Rhinelander,WI,0.3,11735.0,4440.0,0.105
Northcentral Technical College,Wausau,WI,0.3,11708.57,4430.0,0.105
Northeast Wisconsin Technical College,Green Bay,WI,0.3,11682.14,4420.0,0.104
Northland College,Ashland,WI,0.3,11523.55,4360.0,0.103
Ripon College,Ripon,WI,0.3,11523.55,4360.0,0.103
Sacred Heart Seminary and School of Theology,Franklin,WI,0.3,11920.01,4510.0,0.106
Saint Norbert College,De Pere,WI,0.3,11708.57,4430.0,0.105
State College of Beauty Culture Inc,Wausau,WI,0.3,11708.57,4430.0,0.105
Southwest Wisconsin Technical College,Fennimore,WI,0.4,11814.29,4470.0,0.123
Viterbo University,La Crosse,WI,0.3,11761.43,4450.0,0.105
Chippewa Valley Technical College,Eau Claire,WI,0.3,11761.43,4450.0,0.105
Waukesha County Technical College,Pewaukee,WI,0.3,11814.29,4470.0,0.105
Western Technical College,La Crosse,WI,0.3,11761.43,4450.0,0.105
University of Wisconsin-Whitewater,Whitewater,WI,0.3,11708.57,4430.0,0.105
Northwood Technical College,Shell Lake,WI,0.3,11682.14,4420.0,0.104
Wisconsin School of Professional Psychology,Milwaukee,WI,0.3,11867.15,4490.0,0.106
University of Wisconsin-Eau Claire,Eau Claire,WI,0.3,11761.43,4450.0,0.105
University of Wisconsin-Green Bay,Green Bay,WI,0.4,11682.14,4420.0,0.122
University of Wisconsin-La Crosse,La Crosse,WI,0.3,11761.43,4450.0,0.105
Wisconsin Lutheran College,Milwaukee,WI,0.4,11867.15,4490.0,0.124
University of Wisconsin-Oshkosh,Oshkosh,WI,0.3,11470.69,4340.0,0.102
University of Wisconsin-Parkside,Kenosha,WI,0.4,11814.29,4470.0,0.123
Herzing University-Madison,Madison,WI,0.3,11893.58,4500.0,0.106
University of Wisconsin-Stout,Menomonie,WI,0.3,11787.86,4460.0,0.105
University of Wisconsin-Superior,Superior,WI,0.3,11602.85,4390.0,0.104
University of Wisconsin-System Administration,Madison,WI,0.3,11920.01,4510.0,0.106
University of Wisconsin-Madison,Madison,WI,0.3,11920.01,4510.0,0.106
University of Wisconsin-Milwaukee,Milwaukee,WI,0.3,11787.86,4460.0,0.105
University of Wisconsin-Platteville,Platteville,WI,0.3,11814.29,4470.0,0.105
University of Wisconsin-River Falls,River Falls,WI,0.3,11814.29,4470.0,0.105
University of Wisconsin-Stevens Point,Stevens Point,WI,0.3,11787.86,4460.0,0.105
Casper College,Casper,WY,0.3,14298.72,5410.0,0.128
Central Wyoming College,Riverton,WY,0.3,15012.34,5680.0,0.134
Eastern Wyoming College,Torrington,WY,0.3,14536.59,5500.0,0.13
Laramie County Community College,Cheyenne,WY,0.3,14589.45,5520.0,0.13
Northwest College,Powell,WY,0.3,13902.27,5260.0,0.124
Northern Wyoming Community College District,Sheridan,WY,0.4,12712.91,4810.0,0.132
Western Wyoming Community College,Rock Springs,WY,0.4,14827.33,5610.0,0.154
Cheeks Beauty Academy,Cheyenne,WY,0.3,14615.88,5530.0,0.13
WyoTech,Laramie,WY,0.3,13479.39,5100.0,0.12
University of Wyoming,Laramie,WY,0.3,13637.97,5160.0,0.122
Richport Technical College,Baton Rouge,LA,0.3,13558.68,5130.0,0.121
Stanford University,Stanford,CA,0.3,15118.06,5720.0,0.135
Purdue University-Main Campus,West Lafayette,IN,0.3,11920.01,4510.0,0.106
Blue Hills Regional Technical School,Canton,MA,0.3,12078.59,4570.0,0.108
Parker University,Dallas,TX,0.4,13928.7,5270.0,0.145
City College-Fort Lauderdale,Fort Lauderdale,FL,0.3,14430.87,5460.0,0.129
Meridian College,Sarasota,FL,0.3,14853.76,5620.0,0.133
Georgia State University-Perimeter College,Atlanta,GA,0.3,13452.96,5090.0,0.12
Georgia Piedmont Technical College,Clarkston,GA,0.3,13479.39,5100.0,0.12
ETI School of Skilled Trades,Willowbrook,IL,0.4,11946.44,4520.0,0.124
Traxlers School of Hair,Jackson,MS,0.3,13505.82,5110.0,0.121
Warren County Community College,Washington,NJ,0.3,12078.59,4570.0,0.108
St. John's College,Santa Fe,NM,0.3,17153.18,6490.0,0.153
Bais Medrash Elyon,Monsey,NY,0.3,12210.74,4620.0,0.109
Antioch University-Los Angeles,Culver City,CA,0.4,15831.67,5990.0,0.165
Antioch University-Santa Barbara,Santa Barbara,CA,0.4,15778.81,5970.0,0.164
Antioch University-New England,Keene,NH,0.3,11576.42,4380.0,0.103
Antioch University-Seattle,Seattle,WA,0.3,10519.21,3980.0,0.094
Antioch University,Yellow Springs,OH,0.3,11893.58,4500.0,0.106
Mid-America Christian University,Oklahoma City,OK,0.3,14219.43,5380.0,0.127
Miller-Motte College-Tulsa,Tulsa,OK,0.3,13637.97,5160.0,0.122
Ponca City Beauty College,Ponca City,OK,0.3,14113.71,5340.0,0.126
Francis Tuttle Technology Center,Oklahoma City,OK,0.3,14351.58,5430.0,0.128
Central Technology Center,Drumright,OK,0.3,13928.7,5270.0,0.124
Carrington College-Portland,Portland,OR,0.3,10677.79,4040.0,0.095
Career Technology Center of Lackawanna County,Scranton,PA,0.4,11470.69,4340.0,0.119
Houston Graduate School of Theology,Houston,TX,0.4,13215.09,5000.0,0.138
Palo Alto College,San Antonio,TX,0.4,13743.69,5200.0,0.143
Sebring Career Schools-Huntsville,Huntsville,TX,0.4,13400.1,5070.0,0.14
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,TX,0.4,13796.55,5220.0,0.144
Central Texas Beauty College-Round Rock,Round Rock,TX,0.3,13822.98,5230.0,0.123
Unification Theological Seminary,New York,NY,0.3,12184.31,4610.0,0.109
Athens Technical College,Athens,GA,0.3,13664.4,5170.0,0.122
GateWay Community College-Central City,Phoenix,AZ,0.3,17655.35,6680.0,0.158
Carrington College-San Leandro Campus,San Leandro,CA,0.4,14933.05,5650.0,0.156
Headmasters School of Hair Design,Lewiston,ID,0.3,12871.49,4870.0,0.115
The Salon Professional Academy-Nampa,Nampa,ID,0.3,14351.58,5430.0,0.128
Beckfield College-Florence,Florence,KY,0.3,12316.46,4660.0,0.11
University of Louisiana-System Administration,Baton Rouge,LA,0.3,13585.11,5140.0,0.121
Dorsey College-Wayne,Wayne,MI,0.3,11682.14,4420.0,0.104
Ecumenical Theological Seminary,Detroit,MI,0.3,11655.71,4410.0,0.104
Ross Medical Education Center-Saginaw,Saginaw,MI,0.4,11682.14,4420.0,0.122
Sussex County Community College,Newton,NJ,0.3,11972.87,4530.0,0.107
Landmark College,Putney,VT,0.3,11576.42,4380.0,0.103
Mississippi Community College Board,Jackson,MS,0.3,13452.96,5090.0,0.12
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,0.3,11655.71,4410.0,0.104
Austin Graduate School of Theology,Austin,TX,0.3,13690.83,5180.0,0.122
Collin County Community College District,McKinney,TX,0.4,13928.7,5270.0,0.145
Owensboro Community and Technical College,Owensboro,KY,0.4,12660.05,4790.0,0.132
Allure Beauty College,Whitesburg,KY,0.4,12157.88,4600.0,0.127
Cloyd's Beauty School 3 Inc,Monroe,LA,0.4,13400.1,5070.0,0.14
Moore Norman Technology Center,Norman,OK,0.3,14245.86,5390.0,0.127
Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA,0.4,11444.26,4330.0,0.119
Franklin County Career and Technology Center,Chambersburg,PA,0.3,12157.88,4600.0,0.109
Paul Mitchell the School-Knoxville,Knoxville,TN,0.3,13030.07,4930.0,0.116
Ogle School Hair Skin Nails-Hurst,Hurst,TX,0.4,14219.43,5380.0,0.148
Tennessee College of Applied Technology Nashville,Nashville,TN,0.3,12712.91,4810.0,0.114
ECPI University,Virginia Beach,VA,0.3,13241.52,5010.0,0.118
Ms Roberts Academy of Beauty Culture,Hillside,IL,0.4,11893.58,4500.0,0.124
Paul Mitchell the School-Houston,Houston,TX,0.4,13135.8,4970.0,0.137
Fortis Institute-Forty Fort,Forty Fort,PA,0.4,11391.4,4310.0,0.119
Laurel Business Institute,Uniontown,PA,0.4,11497.12,4350.0,0.12
Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,0.3,12475.04,4720.0,0.111
Dorsey College-Roseville,Roseville,MI,0.3,11629.28,4400.0,0.104
Moler-Pickens Beauty Academy,Fairfield,OH,0.3,12210.74,4620.0,0.109
Red River Technology Center,Duncan,OK,0.3,14510.16,5490.0,0.13
Southern Union State Community College,Wadley,AL,0.3,13479.39,5100.0,0.12
South University-Columbia,Columbia,SC,0.3,13770.12,5210.0,0.123
Clinton Technical School,Clinton,MO,0.4,13056.5,4940.0,0.136
Greene County Career and Technology Center,Waynesburg,PA,0.4,11602.85,4390.0,0.121
Lac Courte Oreilles Ojibwe University,Hayward,WI,0.3,11682.14,4420.0,0.104
Diesel Driving Academy-Shreveport,Shreveport,LA,0.4,13400.1,5070.0,0.14
Pima Medical Institute-Mesa,Mesa,AZ,0.3,17681.78,6690.0,0.158
Platt College-Los Angeles,Alhambra,CA,0.4,15910.96,6020.0,0.166
Platt College-Aurora,Greenwood Village,CO,0.3,15488.08,5860.0,0.138
Paul Mitchell the School-Boise,Boise,ID,0.3,14536.59,5500.0,0.13
Educators of Beauty College of Cosmetology-Rockford,Rockford,IL,0.3,11787.86,4460.0,0.105
Northwestern College,Oak Lawn,IL,0.4,11893.58,4500.0,0.124
Douglas J Aveda Institute,East Lansing,MI,0.3,11497.12,4350.0,0.103
Ross Medical Education Center-Brighton,Brighton,MI,0.3,11549.98,4370.0,0.103
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,0.3,11708.57,4430.0,0.105
Taylortown School of Beauty Inc,Taylor,MI,0.3,11682.14,4420.0,0.104
Pike-Lincoln Technical Center,Eolia,MO,0.4,12897.92,4880.0,0.134
West Virginia Junior College-United Career Institute,Mount Braddock,PA,0.4,11364.97,4300.0,0.118
Bethel Seminary-San Diego,San Diego,CA,0.4,16175.26,6120.0,0.168
St Charles Community College,Cottleville,MO,0.3,12924.35,4890.0,0.115
University of Massachusetts Global,Irvine,CA,0.4,15884.53,6010.0,0.165
New College of Florida,Sarasota,FL,0.3,14985.91,5670.0,0.134
Montana Bible College,Bozeman,MT,0.3,12131.45,4590.0,0.108
Conservatory of Recording Arts and Sciences,Tempe,AZ,0.3,17681.78,6690.0,0.158
Adrian's Beauty College of Turlock,Turlock,CA,0.3,15567.37,5890.0,0.139
California Career School,Anaheim,CA,0.4,15805.24,5980.0,0.165
San Joaquin Valley College-Fresno,Fresno,CA,0.3,15540.94,5880.0,0.139
Dr. Ida Rolf Institute,Boulder,CO,0.4,14140.14,5350.0,0.147
Aveda Institute-Fort Myers,Fort Myers,FL,0.3,14906.62,5640.0,0.133
Elizabeth Grady School of Esthetics and Massage Therapy,Medford,MA,0.3,12025.73,4550.0,0.107
Ross Medical Education Center-Port Huron,Port Huron,MI,0.3,11259.25,4260.0,0.101
Capri Institute of Hair Design-Clifton,Clifton,NJ,0.3,12290.03,4650.0,0.11
Raphael's School of Beauty Culture Inc-Alliance,Alliance,OH,0.4,11417.83,4320.0,0.119
Metro Technology Centers,Oklahoma City,OK,0.3,14166.57,5360.0,0.126
Luna Community College,Las Vegas,NM,0.4,16466.0,6230.0,0.172
Grabber School of Hair Design,St. Louis,MO,0.3,12845.06,4860.0,0.115
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,0.3,14880.19,5630.0,0.133
Raphael's School of Beauty Culture Inc-Brunswick,Brunswick,OH,0.3,11444.26,4330.0,0.102
University of Advancing Technology,Tempe,AZ,0.3,17708.21,6700.0,0.158
Paradise Valley Community College,Phoenix,AZ,0.3,17761.08,6720.0,0.159
Chandler-Gilbert Community College,Chandler,AZ,0.3,17628.92,6670.0,0.157
Great Plains Technology Center,Lawton,OK,0.4,14721.61,5570.0,0.153
Roane-Jackson Technical Center,Leroy,WV,0.4,11920.01,4510.0,0.124
Pioneer Technology Center,Ponca City,OK,0.3,14113.71,5340.0,0.126
Portage Lakes Career Center,Uniontown,OH,0.4,11470.69,4340.0,0.119
Eastern College of Health Vocations-New Orleans,New Orleans,LA,0.4,13585.11,5140.0,0.142
Bell Mar Beauty College,Cicero,IL,0.4,11893.58,4500.0,0.124
Caddo Kiowa Technology Center,Fort Cobb,OK,0.3,14325.15,5420.0,0.128
"Center for Instruction, Technology & Innovation",Mexico,NY,0.3,11338.54,4290.0,0.101
International School of Skin Nailcare & Massage Therapy,Sandy Springs,GA,0.3,13347.24,5050.0,0.119
Palomar Institute of Cosmetology,San Marcos,CA,0.4,16122.4,6100.0,0.168
Southern Oklahoma Technology Center,Ardmore,OK,0.4,14034.42,5310.0,0.146
Autry Technology Center,Enid,OK,0.3,14430.87,5460.0,0.129
Greene County Career Center,Xenia,OH,0.3,12078.59,4570.0,0.108
Canadian Valley Technology Center,El Reno,OK,0.3,14378.01,5440.0,0.128
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,0.4,11391.4,4310.0,0.119
Meridian Technology Center,Stillwater,OK,0.3,14060.85,5320.0,0.126
Waynesville Career Center,Waynesville,MO,0.3,13030.07,4930.0,0.116
Capitol Beauty School,Omaha,NE,0.3,13056.5,4940.0,0.117
Morris County Vocational School District,Denville,NJ,0.3,12263.6,4640.0,0.109
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,0.3,11285.68,4270.0,0.101
Ross Medical Education Center-Kentwood,Kentwood,MI,0.3,11470.69,4340.0,0.102
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,0.3,14219.43,5380.0,0.127
Cloyd's Barber School 2 Inc,Monroe,LA,0.4,13426.53,5080.0,0.14
Universal Technical Institute of Illinois Inc,Lisle,IL,0.4,11867.15,4490.0,0.124
Pennsylvania College of Technology,Williamsport,PA,0.3,11655.71,4410.0,0.104
Commonwealth Institute of Funeral Service,Houston,TX,0.4,13241.52,5010.0,0.138
Delta College of Arts & Technology,Baton Rouge,LA,0.3,13585.11,5140.0,0.121
InterCoast Colleges-Santa Ana,Santa Ana,CA,0.4,15778.81,5970.0,0.164
Stone Child College,Box Elder,MT,0.3,12237.17,4630.0,0.109
New York Academy of Art,New York,NY,0.3,12210.74,4620.0,0.109
Suffolk County Community College,Selden,NY,0.3,12290.03,4650.0,0.11
Las Positas College,Livermore,CA,0.4,15329.5,5800.0,0.16
Blades School of Hair Design,California,MD,0.3,13082.93,4950.0,0.117
Ogeechee Technical College,Statesboro,GA,0.3,13981.56,5290.0,0.125
Remington College-Mobile Campus,Mobile,AL,0.3,13770.12,5210.0,0.123
Southern Technical College,Fort Myers,FL,0.3,14906.62,5640.0,0.133
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,0.4,12131.45,4590.0,0.126
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,0.3,17153.18,6490.0,0.153
Northwest Technology Center-Alva,Alva,OK,0.3,14800.9,5600.0,0.132
Mercer County Career Center,Mercer,PA,0.4,11206.39,4240.0,0.117
California State University-San Marcos,San Marcos,CA,0.4,16122.4,6100.0,0.168
Hairmasters Institute of Cosmetology,Bloomington,IL,0.3,12290.03,4650.0,0.11
Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,IN,0.3,12369.32,4680.0,0.11
Interactive College of Technology-Newport,Newport,KY,0.3,12290.03,4650.0,0.11
Miller-Motte College-McCann-Monroe,Monroe,LA,0.4,13400.1,5070.0,0.14
Ross Medical Education Center-Taylor,Taylor,MI,0.3,11602.85,4390.0,0.104
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,0.3,11153.53,4220.0,0.1
Interactive College of Technology,Houston,TX,0.4,13135.8,4970.0,0.137
Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,0.4,11444.26,4330.0,0.119
NorthWest Arkansas Community College,Bentonville,AR,0.3,13294.38,5030.0,0.119
Brewster Technical College,Tampa,FL,0.3,14721.61,5570.0,0.131
Hodges University,Fort Myers,FL,0.3,14563.02,5510.0,0.13
University of St. Augustine for Health Sciences,San Marcos,CA,0.4,16122.4,6100.0,0.168
Capital Area School of Practical Nursing,Springfield,IL,0.4,12686.48,4800.0,0.132
Hair Professionals Career College,Palos Hills,IL,0.4,11893.58,4500.0,0.124
Empire Beauty School-Bloomfield,Bloomfield,NJ,0.3,12342.89,4670.0,0.11
Southwest Technology Center,Altus,OK,0.3,15144.49,5730.0,0.135
Western Area Career & Technology Center,Canonsburg,PA,0.3,11549.98,4370.0,0.103
Hussian College-Daymar College Clarksville,Clarksville,TN,0.3,12739.34,4820.0,0.114
Nossi College of Art,Nashville,TN,0.3,12633.62,4780.0,0.113
Seguin Beauty School-New Braunfels,New Braunfels,TX,0.4,13532.25,5120.0,0.141
Pima Medical Institute-Seattle,Seattle,WA,0.3,10519.21,3980.0,0.094
Mineral County Vocational Technical Center,Keyser,WV,0.4,12025.73,4550.0,0.125
Hypnosis Motivation Institute,Tarzana,CA,0.4,16333.85,6180.0,0.17
Thanh Le College School of Cosmetology,Garden Grove,CA,0.4,15858.1,6000.0,0.165
Southeastern Technical College,Vidalia,GA,0.3,14060.85,5320.0,0.126
Massachusetts School of Law,Andover,MA,0.3,12078.59,4570.0,0.108
Alliance Career Center,Alliance,OH,0.4,11417.83,4320.0,0.119
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,0.3,14193.0,5370.0,0.127
Erwin Technical College,Tampa,FL,0.3,14721.61,5570.0,0.131
Rosel School of Cosmetology,Niles,IL,0.4,11602.85,4390.0,0.121
Worsham College of Mortuary Science,Wheeling,IL,0.4,11972.87,4530.0,0.125
Bryan University,Springfield,MO,0.4,13082.93,4950.0,0.136
Oregon College of Oriental Medicine,Portland,OR,0.3,10677.79,4040.0,0.095
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,0.3,11629.28,4400.0,0.104
Northwest Educational Center,Houston,TX,0.4,13135.8,4970.0,0.137
Sebring Career Schools-Houston,Houston,TX,0.4,13082.93,4950.0,0.136
PCI Health Training Center,Dallas,TX,0.4,13928.7,5270.0,0.145
Hamrick School,Medina,OH,0.3,11417.83,4320.0,0.102
Fortis College,Mobile,AL,0.3,13717.26,5190.0,0.122
Downey Adult School,Downey,CA,0.4,15752.38,5960.0,0.164
CRU Institute of Cosmetology and Barbering,Garden Grove,CA,0.4,15567.37,5890.0,0.162
Modern Technology School,Fountain Valley,CA,0.4,15858.1,6000.0,0.165
National Career Education,Citrus Heights,CA,0.3,15091.63,5710.0,0.135
North-West College-Glendale,Glendale,CA,0.4,16043.11,6070.0,0.167
Fremont University,Cerritos,CA,0.4,15752.38,5960.0,0.164
Pomona Unified School District Adult and Career Education,Pomona,CA,0.4,16043.11,6070.0,0.167
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA,0.4,16043.11,6070.0,0.167
IBMC College,Fort Collins,CO,0.3,13981.56,5290.0,0.125
Avalon Institute-Aurora,Aurora,CO,0.3,15488.08,5860.0,0.138
Academy of Cosmetology,Merritt Island,FL,0.3,14615.88,5530.0,0.13
